Dividend  Divisor Quotient Remainder
DD87A6D6 CA86DDA6 00000001 1300C930
8D716C97 B2DBA315 00000000 8D716C97
812B4EA5 E6463CE2 00000000 812B4EA5
90E6803E 16EF14F2 00000006 074C0292
AA4AA7C3 A799F6EA 00000001 02B0B0D9
9AD8FF50 0D507FD3 0000000B 0863813F
DCAECD13 DE59E21E 00000000 DCAECD13
35D16BC8 763C5EBD 00000000 35D16BC8
A833FD27 99C0BD42 00000001 0E733FE5
DBDAAB3F 9FCD2F0D 00000001 3C0D7C32
D0EE5E09 1A3831B6 00000007 1965020F
7D382DC1 38FD5CB8 00000002 0B3D7451
BC2DFEFC 3CAAF657 00000003 062D1BF7
2CA611D4 1BD2D922 00000001 10D338B2
E7EB8324 721E5363 00000002 03AEDC5E
D3FCC2CE 836AEDA6 00000001 5091D528
39EE18E1 78D04E8D 00000000 39EE18E1
241D1BFF DFCD3BA0 00000000 241D1BFF
3BFB7EDC 8153805F 00000000 3BFB7EDC
1AD4D630 EB08C585 00000000 1AD4D630
669C9EFB A4C5943C 00000000 669C9EFB
8E8969BB 06AF9A88 00000015 0221BC93
694974E2 18966B42 00000004 06EFC7DA
8F2CFB05 21722A7B 00000004 09645119
008DA870 859E4938 00000000 008DA870
494893BB CEC3968B 00000000 494893BB
36980C25 AAB880DE 00000000 36980C25
D19D43E9 F91318E4 00000000 D19D43E9
AC3A7B82 A79FCFDB 00000001 049AABA7
D5F5AD86 FE8C6A46 00000000 D5F5AD86
E365CF8A A83927A6 00000001 3B2CA7E4
273D0A66 F643B7FD 00000000 273D0A66
52C83916 AD5C0340 00000000 52C83916
98E66188 29821190 00000003 1C602CD8
730BD810 8592BF1F 00000000 730BD810
1E575DF6 865DDD8D 00000000 1E575DF6
C6AB79E9 2AD39D24 00000004 1B5D0559
D78FF0F8 9EFF730C 00000001 38907DEC
5B21E4CD D26BFD76 00000000 5B21E4CD
00CADFD1 6F7C47AC 00000000 00CADFD1
7B092EEE 05EA94EA 00000014 04B58CA6
2600A3DD 4C3831BF 00000000 2600A3DD
00ED6784 2B7F4648 00000000 00ED6784
8BBE0D05 39C5E42A 00000002 183244B1
2970DED7 AFFC6792 00000000 2970DED7
726C8C9E 6A134391 00000001 0859490D
8C61842A F4DB04D1 00000000 8C61842A
D353FC27 D6DE8FD3 00000000 D353FC27
B4494358 9F98A84E 00000001 14B09B0A
998A1EEF 4271962B 00000002 14A6F299
D989306F 79CF2F25 00000001 5FBA014A
BEA95D6E DD93BBAE 00000000 BEA95D6E
B86431F8 9DA8164C 00000001 1ABC1BAC
84220BA8 94476697 00000000 84220BA8
5E04998A FB1336F2 00000000 5E04998A
39939096 B6419A3F 00000000 39939096
D86F2D70 3C1C1DB7 00000003 241AD44B
DBBE29B7 D319F474 00000001 08A43543
A320AFCC BEB8D54A 00000000 A320AFCC
C4E2400D 3311C3C5 00000003 2BACF4BE
2CF5BB25 3DD8F058 00000000 2CF5BB25
7B6412C4 77D20683 00000001 03920C41
E8C2E226 EF3AC795 00000000 E8C2E226
C08AC64D 939D671C 00000001 2CED5F31
D3617F4C F543E774 00000000 D3617F4C
0B40765A 1E81958E 00000000 0B40765A
BA448AAB EE811AAB 00000000 BA448AAB
752699C3 F010F077 00000000 752699C3
1C6D80D6 698C31D2 00000000 1C6D80D6
649D1C28 990D3DB0 00000000 649D1C28
27B23731 9E18125F 00000000 27B23731
AEE15C03 88525805 00000001 268F03FE
2D686370 EA1C03E5 00000000 2D686370
A65870C4 4019DF65 00000002 2624B1FA
528F3688 AB56F141 00000000 528F3688
CF16BC89 1305F679 0000000A 10DB1BCF
0823E1C0 4217E4B8 00000000 0823E1C0
6F9A8193 D4F78B81 00000000 6F9A8193
DFE82E91 FFD49D21 00000000 DFE82E91
3903AA95 E203526A 00000000 3903AA95
9ED9C684 B4BA43DB 00000000 9ED9C684
E11836B3 F493AE2E 00000000 E11836B3
931B8BF6 9C27690A 00000000 931B8BF6
56E4B03C 148758F5 00000004 04C74C68
D924014A 8ED06549 00000001 4A539C01
03E78E45 57BA6E8A 00000000 03E78E45
E4DECE48 A9BD6C1A 00000001 3B21622E
9318DBE5 A3BE59BE 00000000 9318DBE5
B951BCF8 FF18A194 00000000 B951BCF8
F1B8DDB9 B9726040 00000001 38467D79
AF40B0F6 2051326B 00000005 0DAAB4DF
F25BCD1C 00A30B11 0000017C 00575FE0
92403FF0 1DB6C0A0 00000004 1B653D70
8A338B5A 1102D9DB 00000008 021CBC82
28527E94 084B270E 00000004 0725E25C
7F4157A4 7F069742 00000001 003AC062
6997877F 3148ED0B 00000002 0705AD69
0EE0AED7 0886C171 00000001 0659ED66
0DE21030 DCAF1262 00000000 0DE21030
A498E8E0 977B149F 00000001 0D1DD441
A099BBC1 B0FF30DE 00000000 A099BBC1
BEFBF206 D8D5CB19 00000000 BEFBF206
C0CC9E89 61A103CE 00000001 5F2B9ABB
372E456D 464AE569 00000000 372E456D
7A17D66E 66972DBB 00000001 1380A8B3
B84AD177 D0815620 00000000 B84AD177
BF5233D8 33E6DC8F 00000003 239D9E2B
D3C94C85 07E85B9F 0000001A 062FFE5F
9F8D1E7A 40E6A75B 00000002 1DBFCFC4
EDE9FBE5 93336D1A 00000001 5AB68ECB
B720CF06 2F02C181 00000003 2A188A83
A5F85F5D A57ACC25 00000001 007D9338
07DBF2D7 81F79E1B 00000000 07DBF2D7
EF0D1FEE E8775357 00000001 0695CC97
82B9A279 70B3BAE4 00000001 1205E795
E09FF89B 6A9A9B87 00000002 0B6AC18D
E5220054 C586300D 00000001 1F9BD047
B4C66D1D 05C26996 0000001F 023BA3F3
42A2A9BF 8FBEAC0D 00000000 42A2A9BF
47610464 653FCD8F 00000000 47610464
E53FF61D 8D498118 00000001 57F67505
F10EF839 EB0FDB9E 00000001 05FF1C9B
BF80F144 7526B7E3 00000001 4A5A3961
D5AB835B 31E0A8E1 00000004 0E28DFD7
08509D11 63536FD6 00000000 08509D11
6766F16B 1E9BED47 00000003 0B932996
8024E6E8 D1A2EDE7 00000000 8024E6E8
A7D7E7F2 DD09832A 00000000 A7D7E7F2
19891EE7 F38DD751 00000000 19891EE7
1BDDDFC6 0B9880D6 00000002 04ACDE1A
621E4E87 263EE5F4 00000002 15A0829F
B25B9090 450D0192 00000002 28418D6C
08B20B81 FB74A978 00000000 08B20B81
8DA94E7C 2B16420A 00000003 0C66885E
502E3DD3 83A9AAE7 00000000 502E3DD3
8E7476F0 9E870DFD 00000000 8E7476F0
826CCB40 3E73F202 00000002 0584E73C
7993EDB3 87C0421D 00000000 7993EDB3
FF8CCABE EB48B970 00000001 1444114E
FB966026 4BF1E248 00000003 17C0B94E
B3F7188C 3D77775A 00000002 390829D8
9E4ED7BF 058DBDF6 0000001C 02CE10D7
D16219E8 82619B79 00000001 4F007E6F
B5DDB916 B91F1916 00000000 B5DDB916
42173B44 9DC9B343 00000000 42173B44
94669363 A69B5B2D 00000000 94669363
F1429380 1A927F05 00000009 021C1C53
7958E20D 5B84031E 00000001 1DD4DEEF
E465126D FBC24D9C 00000000 E465126D
4E4A5B04 5D1EC408 00000000 4E4A5B04
73995CEE 24506EB3 00000003 06A810D5
38315178 82BD6E4A 00000000 38315178
362D7D47 127B5373 00000002 1136D661
47EC9CE2 63A01181 00000000 47EC9CE2
A6570113 F85A696B 00000000 A6570113
E3AC6092 1429E72C 0000000B 05DF71AE
F589B25A 24799C9A 00000006 1AB006BE
E28E4C4C 9F4B10E0 00000001 43433B6C
9151A561 7CA064C5 00000001 14B1409C
F00AB8D5 CE1A8CAF 00000001 21F02C26
0D73CBD2 E6B792B4 00000000 0D73CBD2
AA3AF0D3 3646060C 00000003 0768DEAF
EBF7B2D1 536E8CBD 00000002 451A9957
AD1584C4 D751BA0A 00000000 AD1584C4
F3A16D66 3E94E224 00000003 37E2C6FA
AD562039 F0E812BF 00000000 AD562039
E0F0CD9D 481C3EFC 00000003 089C10A9
2BB07C2E 980BCEED 00000000 2BB07C2E
2DAC94DA 368B6A05 00000000 2DAC94DA
9F483142 EC31AFF4 00000000 9F483142
5C66A367 9F5912BB 00000000 5C66A367
D72F4099 310D36CE 00000004 12FA6561
45F66E6E 6EB700EA 00000000 45F66E6E
7C5859F1 84626058 00000000 7C5859F1
7CF25AE3 85FF8EB6 00000000 7CF25AE3
99E8ABFA 3807784F 00000002 29D9BB5C
5F2DCA80 6253261E 00000000 5F2DCA80
560621D5 E953C3C1 00000000 560621D5
10E23DDC 998C1077 00000000 10E23DDC
6439AEDB C920A075 00000000 6439AEDB
A854A5EA 8F40783A 00000001 19142DB0
CC110449 A4B6BC46 00000001 275A4803
8AD53BFA 7D027429 00000001 0DD2C7D1
6A67CA68 85F782E0 00000000 6A67CA68
4BE3B81D 26C74966 00000001 251C6EB7
B608F854 897FD33A 00000001 2C89251A
164F4B0C 3F063A5C 00000000 164F4B0C
33F0B98D BF5E7AD9 00000000 33F0B98D
0160567A D453ED72 00000000 0160567A
9C0A62CF AEEC1C20 00000000 9C0A62CF
93E7D140 4EE82656 00000001 44FFAAEA
8B11337E 97BAD1C1 00000000 8B11337E
DAA02624 C006719D 00000001 1A99B487
CDA0E0F8 C039578B 00000001 0D67896D
E3989170 6DAC095B 00000002 08407EBA
9447F371 D32BFA8E 00000000 9447F371
1A0DCD5C 8C1571A7 00000000 1A0DCD5C
798BE3E6 31E06AF6 00000002 15CB0DFA
63691FF4 F67B24AA 00000000 63691FF4
53F59AA7 CC3DB6F2 00000000 53F59AA7
2FFD8A7A ED1AD8BA 00000000 2FFD8A7A
D55B88F5 9340B29E 00000001 421AD657
59AD57B5 6544E30D 00000000 59AD57B5
E24E9274 693815DB 00000002 0FDE66BE
22FB201B 6781FF4F 00000000 22FB201B
4B9C0895 5DB2DCA0 00000000 4B9C0895
A2C2EBA6 77F3C128 00000001 2ACF2A7E
ED28D9D1 EA24201E 00000001 0304B9B3
A1039AF9 5002D3FB 00000002 00FDF303
DC6FFCF2 B811AB2F 00000001 245E51C3
6F1DCA5C 84632A2F 00000000 6F1DCA5C
578A3454 8513F5EF 00000000 578A3454
6DE50D61 7E45348E 00000000 6DE50D61
A23C4EE4 0BB6B24A 0000000D 09F54122
62E02994 17EDE09B 00000004 0328A728
E8753BE9 8B651881 00000001 5D102368
2FC30D8E 3DD9077C 00000000 2FC30D8E
FFFE254E 1272636B 0000000D 102F18DF
8290B1FB C95E8C1A 00000000 8290B1FB
9E8A20E3 F79DB883 00000000 9E8A20E3
83A516D4 BB3ABDEC 00000000 83A516D4
B7566D03 91B14829 00000001 25A524DA
F5A699D6 20655375 00000007 12E151A3
24AB2AB0 5337FCFE 00000000 24AB2AB0
9E021588 B3FE7C2F 00000000 9E021588
63411759 9BEFF3F6 00000000 63411759
419CE789 BFEB3D97 00000000 419CE789
86054E41 AC505BD0 00000000 86054E41
BC197942 7EE68913 00000001 3D32F02F
A380A607 9E641E82 00000001 051C8785
D31650D5 6F895BE8 00000001 638CF4ED
81F1E8E7 C2DD22AF 00000000 81F1E8E7
49D57D77 C312C998 00000000 49D57D77
EF1C537D 0697CB0B 00000024 01C3C5F1
FA99F1F8 4C11CC81 00000003 16648C75
207378E1 E260038D 00000000 207378E1
4DF78797 F16D08CD 00000000 4DF78797
A4BD34F0 66B525E3 00000001 3E080F0D
BD331F78 8FE5FADE 00000001 2D4D249A
FE3A783D 4EA405F9 00000003 124E6652
77DAD8A7 E560A833 00000000 77DAD8A7
3CD5E650 B26FB4D3 00000000 3CD5E650
B134037B 932A1F8E 00000001 1E09E3ED
89343875 668A7C7F 00000001 22A9BBF6
68F7646A EE5A0A91 00000000 68F7646A
AE9FD74A C28EE26B 00000000 AE9FD74A
46B2CCFF 2C3CCF3E 00000001 1A75FDC1
90A17129 00E70E20 000000A0 00389D29
2FC76B1D E9AD35D1 00000000 2FC76B1D
6536471F 7477E298 00000000 6536471F
1A8AB3F8 24B7FA84 00000000 1A8AB3F8
6C943EF5 57D840C1 00000001 14BBFE34
890984DD 4F831E2C 00000001 398666B1
26F2B549 0B280397 00000003 057AAA84
FA2EF8B0 A0F44B0F 00000001 593AADA1
FE6BA8EA 0644C956 00000028 03AC337A
070C600D 844E9647 00000000 070C600D
CC2DC932 A9C7C874 00000001 226600BE
D0BB8DC2 BFB15C23 00000001 110A319F
0F895A88 A1CE442A 00000000 0F895A88
3488D5AB 4B6FB6AB 00000000 3488D5AB
736EDD79 E350B1C1 00000000 736EDD79
190D928B F1EEE633 00000000 190D928B
0F2F2863 1E816EB6 00000000 0F2F2863
BAEDBF6B D92061AF 00000000 BAEDBF6B
B29DA295 A16FFF0C 00000001 112DA389
111FE0A0 DB6939E6 00000000 111FE0A0
FB6607FC 1D6236E2 00000008 105450EC
D6926BD7 72F4C0C1 00000001 639DAB16
9439493D 9FC48787 00000000 9439493D
350BF872 9C2A55ED 00000000 350BF872
0B4FA15F 29ECD307 00000000 0B4FA15F
176F605A 7DEB3ADD 00000000 176F605A
308B399B 85F12899 00000000 308B399B
E708E04F AAEDB606 00000001 3C1B2A49
C76D6C92 136A5DBD 0000000A 0545C330
56E94768 2422DB6B 00000002 0EA39092
8FF966BD CBACA61B 00000000 8FF966BD
C1A237D6 C239B998 00000000 C1A237D6
1D4C5873 DFBEC450 00000000 1D4C5873
DB990360 74A6C358 00000001 66F24008
7E6991A5 17773D3B 00000005 09155F7E
29936C73 A0E1DDC2 00000000 29936C73
A200B4D1 B10F9A69 00000000 A200B4D1
E78E0E95 ED7DE86A 00000000 E78E0E95
FD67D195 5A6870BB 00000002 4896F01F
D7FA824F 8B2CDB6B 00000001 4CCDA6E4
1EF1C2A5 2EA3799A 00000000 1EF1C2A5
F928086C 1D7D3AE8 00000008 0D3E312C
96736839 AC11BF2B 00000000 96736839
7DA625D3 6BF78A2F 00000001 11AE9BA4
E4780131 1F7E58D9 00000007 08039342
3F6CF1AA F535FC26 00000000 3F6CF1AA
39CD8C15 E9D5A5E0 00000000 39CD8C15
A00CED5F 3A5116F9 00000002 2B6ABF6D
5209CD98 FCCD8517 00000000 5209CD98
E12A3100 18666C80 00000009 05906080
E8B70017 C08CADA7 00000001 282A5270
1AAFE0E5 1C941C97 00000000 1AAFE0E5
61BF0E8E 384FEC34 00000001 296F225A
5411E3B1 2F68CBA6 00000001 24A9180B
1CE1D25D 61E48566 00000000 1CE1D25D
5F28C830 843F4834 00000000 5F28C830
3C1EFAE9 A29DD674 00000000 3C1EFAE9
5828C7E7 08B50B03 0000000A 011659C9
ADAE1CB0 FB39C53E 00000000 ADAE1CB0
680B43D1 5E4B6F34 00000001 09BFD49D
5C0BC6E7 BF7E8B59 00000000 5C0BC6E7
1A72A931 AEDFBD87 00000000 1A72A931
160F8877 CE63E8F6 00000000 160F8877
44EDEAB8 74E8E568 00000000 44EDEAB8
2D1DDA64 98D1EF18 00000000 2D1DDA64
89267D14 B4524072 00000000 89267D14
CBF33423 E9FD5F8E 00000000 CBF33423
498BF020 846C8527 00000000 498BF020
3A1494A5 2BECCBA4 00000001 0E27C901
6B457E16 98543525 00000000 6B457E16
0603B4B6 2B7907E5 00000000 0603B4B6
A786AC84 447CACE5 00000002 1E8D52BA
4814AB91 56D7757F 00000000 4814AB91
E4F02059 6A2626E7 00000002 10A3D28B
A2CD436A 29386E45 00000003 2723F89B
33E22178 8636F5B5 00000000 33E22178
7E856462 B5AAA193 00000000 7E856462
378A5C61 AC540E17 00000000 378A5C61
C784A105 FCE8735C 00000000 C784A105
35876353 73EEB076 00000000 35876353
24581EEC 13158AD7 00000001 11429415
273C431D 88B719AE 00000000 273C431D
E2D819F2 58535900 00000002 323167F2
9DC49761 6BF7F78D 00000001 31CC9FD4
E0C700D9 E4A56E9E 00000000 E0C700D9
53896C53 EE4DCC22 00000000 53896C53
8272A78A 85ADD2FA 00000000 8272A78A
66CF458B 06F3CE46 0000000E 0579FDB7
B7BC79DC 49CBC821 00000002 2424E99A
5A30AC46 8F80F304 00000000 5A30AC46
0EC09BB7 0C231C2B 00000001 029D7F8C
AE1752C1 E3392EE5 00000000 AE1752C1
5F2C051A 6C682860 00000000 5F2C051A
D5C288AB 8D297C3C 00000001 48990C6F
6135C565 EEBF5582 00000000 6135C565
BBF41CA9 6964B10E 00000001 528F6B9B
6FE8C4EC CCD4D700 00000000 6FE8C4EC
D13AF248 B5EB6C48 00000001 1B4F8600
1126F688 A600A94B 00000000 1126F688
E83ECE4E EDBC3B33 00000000 E83ECE4E
D4E7C3B1 F6C1ADDA 00000000 D4E7C3B1
7DF0A258 773393B8 00000001 06BD0EA0
93BE9AFC 9A80A779 00000000 93BE9AFC
CD1EE751 E29FADBB 00000000 CD1EE751
ECF64D9A 8D31646A 00000001 5FC4E930
23025B54 70946F82 00000000 23025B54
150FF737 901B59D5 00000000 150FF737
F46DBBD6 95B92278 00000001 5EB4995E
FE01E9F7 B2C84994 00000001 4B39A063
F967A64E 68DDE584 00000002 27ABDB46
E06D9E83 4EF01024 00000002 428D7E3B
10FD0D45 85C23AB1 00000000 10FD0D45
3868C744 0E63480B 00000003 0D3EEF23
0B2B3C6F 62C23DA0 00000000 0B2B3C6F
93C06C96 DDA6A9AB 00000000 93C06C96
565045D4 261029CD 00000002 0A2FF23A
6C8AD7CC 9C072930 00000000 6C8AD7CC
8070E76F 2C2542C8 00000002 282661DF
5F5C6CDA 4653AD3D 00000001 1908BF9D
F99A223D 5FD487C2 00000002 39F112B9
B44C4A18 EAD9B27C 00000000 B44C4A18
950DDF9C 170921D7 00000006 0AD71492
7953E928 C6A0CCFC 00000000 7953E928
F13CCF5C 0E9341C2 00000010 0808B33C
B3784C70 8674D141 00000001 2D037B2F
2F3596C2 096F0DC4 00000005 000A51EE
8E0EA8D5 E764BC22 00000000 8E0EA8D5
CAF09941 2CF8F66F 00000004 170CBF85
3FACC35F 588ADBF9 00000000 3FACC35F
4BF2A4DB 4CA63A54 00000000 4BF2A4DB
7120CA03 48C2E8CA 00000001 285DE139
D99F1244 C85E96E9 00000001 11407B5B
1D23BC40 B3695C3F 00000000 1D23BC40
057557A6 F5E8BAAC 00000000 057557A6
E8F40DA9 8C904EEF 00000001 5C63BEBA
57A02AB3 F50EE5E6 00000000 57A02AB3
2237821A 497B1CE2 00000000 2237821A
F665F238 3ED11154 00000003 39F2BE3C
236770E3 CF1F9A2A 00000000 236770E3
C14D46EC D9DBB8E5 00000000 C14D46EC
8255E5DE AA21EF03 00000000 8255E5DE
50294179 CE789657 00000000 50294179
0891EF1A 79B98CFE 00000000 0891EF1A
1BFBCC74 937D2F36 00000000 1BFBCC74
696AA0EB 1E534AA4 00000003 0E70C0FF
E813D97C 4E403A49 00000002 4B9364EA
0F1CFEDF B1E3D4F8 00000000 0F1CFEDF
11B6141B 9AFD010F 00000000 11B6141B
546AFA95 615DE81A 00000000 546AFA95
6254E4A4 F31E42C8 00000000 6254E4A4
3DF984B4 810ECD0E 00000000 3DF984B4
72E4088C 46F646B8 00000001 2BEDC1D4
BFC115AE 7E099A63 00000001 41B77B4B
B9AB9B3D 29E9FA0A 00000004 1203B315
40F6BCE2 563242B7 00000000 40F6BCE2
F9639C37 10373066 0000000F 0627C63D
D38397E9 FA4A1F16 00000000 D38397E9
B8EF91D9 F800E119 00000000 B8EF91D9
A97BAB69 FFC9758F 00000000 A97BAB69
5995FCB8 C6413E20 00000000 5995FCB8
FD6967DA BB7C17D5 00000001 41ED5005
A16A1BDB 754BA451 00000001 2C1E778A
DA865CBB AE3945AD 00000001 2C4D170E
EBC37B4E E3085DC1 00000001 08BB1D8D
675C74EA 23897413 00000002 20498CC4
FFE2FD73 57B9C759 00000002 506F6EC1
9587EB60 1D68D460 00000005 027BC580
CE507C10 523ABAFE 00000002 29DB0614
2A546139 C0B54E86 00000000 2A546139
2C9CEBAD F1E2258C 00000000 2C9CEBAD
089656CD 848F4CF1 00000000 089656CD
53E8D774 36A5DA72 00000001 1D42FD02
5478CD12 ADC1BF42 00000000 5478CD12
8374E50F 276B064E 00000003 0D33D225
07ABAE94 05C05584 00000001 01EB5910
38A9F04D 39D33FE1 00000000 38A9F04D
C9830E4E 89C27E37 00000001 3FC09017
5BE3DD90 2732B74D 00000002 0D7E6EF6
58D0C471 3EDDF0D5 00000001 19F2D39C
98004E63 1EB7D13B 00000004 1D210977
AFA5F7ED CE15193B 00000000 AFA5F7ED
31E109FB 4AAFEFF4 00000000 31E109FB
1CF922AC 372D7619 00000000 1CF922AC
EFF44678 DDFCB523 00000001 11F79155
6C4DD603 28C22F49 00000002 1AC97771
9E1000AA 9D9D1EC4 00000001 0072E1E6
688EADE1 A6E56D77 00000000 688EADE1
0A9F2109 A00EBE3A 00000000 0A9F2109
EAB6058B 4A28CF64 00000003 0C3B975F
7DA327F1 3FEF39C8 00000001 3DB3EE29
1B087952 35C84866 00000000 1B087952
E701E654 E9F8D5C2 00000000 E701E654
AB9D4527 CEBCC66E 00000000 AB9D4527
FEE26B03 F89E7F15 00000001 0643EBEE
35FFE56D 27FE2905 00000001 0E01BC68
771499C4 13727E48 00000006 0265A414
B1032CE5 78514381 00000001 38B1E964
B75E198A 4175E67E 00000002 34724C8E
B99F1FCB 2D59A025 00000004 04389F37
27DB948C 4A7E499B 00000000 27DB948C
4FC54CDB 5A2AAC27 00000000 4FC54CDB
52F6D34E A2B972A8 00000000 52F6D34E
825C41E7 B6119470 00000000 825C41E7
9ADDACE0 647B06BA 00000001 3662A626
7DA125A0 DEA016F3 00000000 7DA125A0
6DFA7792 873FA01C 00000000 6DFA7792
7B07530D F3CF0621 00000000 7B07530D
9D081E16 EB474800 00000000 9D081E16
29E3DFB0 04C59C2A 00000008 03B6FE60
A08F73D6 66142DDC 00000001 3A7B45FA
00AF9071 AC4E6717 00000000 00AF9071
A8944AEE 6AABBE29 00000001 3DE88CC5
DF1CB2D5 7142B363 00000001 6DD9FF72
F2636415 6630603D 00000002 2602A39B
7D70A1D2 4C4042E9 00000001 31305EE9
D1B6E116 39800CC6 00000003 2536BAC4
6906B1F2 A0DD1591 00000000 6906B1F2
DCD19CCB 73351F4D 00000001 699C7D7E
442478BB 108F473E 00000004 01E75BC3
4B299D9A 13712A18 00000003 10D61F52
88DA8254 532AF0C0 00000001 35AF9194
540E761A D343B4D6 00000000 540E761A
3E6D8E78 601CB028 00000000 3E6D8E78
A39F13A7 1F25CFC6 00000005 07E204C9
AAC1E744 80193726 00000001 2AA8B01E
904D18A1 47F9B667 00000002 0059ABD3
6C61C8D4 B82DFD4B 00000000 6C61C8D4
5CC71713 9CED4314 00000000 5CC71713
03CA2FBF 61580B40 00000000 03CA2FBF
070F8BD2 B1501F81 00000000 070F8BD2
84E12399 F9155C7A 00000000 84E12399
A2028D36 C6766A0A 00000000 A2028D36
C050F0A0 1BAD45E8 00000006 1A414D30
BEC785EA 458CD6A7 00000002 33ADD89C
8DD862E1 28A2800C 00000003 13F0E2BD
3B0219FB 1437536E 00000002 1293731F
5C41BF03 79136A66 00000000 5C41BF03
82A8798F A0AFBB8A 00000000 82A8798F
FC18AED8 8796F999 00000001 7481B53F
DACCAF52 01333E77 000000B6 005E46B8
19A53A5B CE106962 00000000 19A53A5B
B86F76B1 14D15197 00000008 11E4E9F9
7AF10290 A658140A 00000000 7AF10290
5A3B9E24 2B462BA1 00000002 03AF46E2
ABB30C71 E5C1F245 00000000 ABB30C71
EE6A67D5 7C2F5A82 00000001 723B0D53
4A45E153 841B7692 00000000 4A45E153
BB840385 867191C9 00000001 351271BC
CE423B8D E4FF2EA9 00000000 CE423B8D
F0BC30D6 4E823D65 00000003 053578A7
E6CD4650 F01A542E 00000000 E6CD4650
143260C2 F548D410 00000000 143260C2
6970B701 70B39F42 00000000 6970B701
5458569E EF20ED98 00000000 5458569E
2275FEAC E3136DB8 00000000 2275FEAC
C565A466 E861C67C 00000000 C565A466
F1DC926E B9C9A192 00000001 3812F0DC
13196E6A B10BB11B 00000000 13196E6A
2A661DAC 10BB4EAF 00000002 08EF804E
B3FE37E4 6FD6E01C 00000001 442757C8
C355614F 72FC7B78 00000001 5058E5D7
88E2FB86 D11F4D91 00000000 88E2FB86
794129E2 B70C2308 00000000 794129E2
77ED8F85 788E806B 00000000 77ED8F85
D707399A F217FF52 00000000 D707399A
999940BC 43732025 00000002 12B30072
02173752 E141563B 00000000 02173752
FAB4AF67 18ACBA70 0000000A 03F56707
75440877 22E750CE 00000003 0C8E160D
ABD78EC2 C53A3B00 00000000 ABD78EC2
7DFF7901 7CB2D9D6 00000001 014C9F2B
A72F085E D53B8254 00000000 A72F085E
67509ABC C6FFC960 00000000 67509ABC
6FEEBE2C C1AE5240 00000000 6FEEBE2C
335E4C83 0173561F 00000023 00998646
75A1C10B F7E45120 00000000 75A1C10B
560C7240 9161BBF5 00000000 560C7240
D19E3069 A0EDCA40 00000001 30B06629
24FA1C46 9B544EB2 00000000 24FA1C46
E7D42F9B A25C723C 00000001 4577BD5F
FCE4BC0D ED067BE7 00000001 0FDE4026
E73EE731 6AA98799 00000002 11EBD7FF
09D29726 29A87F20 00000000 09D29726
F823448C 17746F26 0000000A 0D96ED10
CE32276B A2627AF6 00000001 2BCFAC75
FE235700 776303AF 00000002 0F5D4FA2
F580C86C A066195A 00000001 551AAF12
8CB54133 8F7D178A 00000000 8CB54133
2AA586C9 9C8145C5 00000000 2AA586C9
9682B788 C56F59C5 00000000 9682B788
4CA43D2C 178A16E2 00000003 0605F886
C2B8EC1F A25EB5FF 00000001 205A3620
25A3C849 8AF9DA10 00000000 25A3C849
71544E2C E9F5C2AE 00000000 71544E2C
6811E076 932112F4 00000000 6811E076
FD40538A E6D582EE 00000001 166AD09C
ECBC8F02 B23EF53F 00000001 3A7D99C3
D1A1D990 B9540CDE 00000001 184DCCB2
F761B5D3 F89F71C8 00000000 F761B5D3
1A4A3ACE 87D377B6 00000000 1A4A3ACE
D0B88EAC 90F8A3B9 00000001 3FBFEAF3
8B1F0396 44C70A19 00000002 0190EF64
F4FD39C3 65E8F5FB 00000002 292B4DCD
DA2A4458 101A4098 0000000D 08D4FCA0
44DCE4B5 C0FEE154 00000000 44DCE4B5
A6F9C575 9F6C88FA 00000001 078D3C7B
EBA79586 A0A9086D 00000001 4AFE8D19
2C3904F0 BFBF1D60 00000000 2C3904F0
DCA962F0 75BED301 00000001 66EA8FEF
47753FE8 C540C84F 00000000 47753FE8
7EF5EF8D 3EE29D22 00000002 0130B549
49DFF7C8 1ED6BE68 00000002 0C327AF8
9169ECA9 075EEE38 00000013 055E3E81
CD78DEBF 900D494B 00000001 3D6B9574
40097F86 39ED122F 00000001 061C6D57
2E5DE52F EC2A5204 00000000 2E5DE52F
0FD63328 FCF284C8 00000000 0FD63328
07713A29 E49F38A5 00000000 07713A29
AAB7279D 449DBC98 00000002 217BAE6D
35155E14 5F45F7F2 00000000 35155E14
A56EFF79 EF99CAEB 00000000 A56EFF79
A9EEA7ED AC6613BC 00000000 A9EEA7ED
30218E17 CF5629C8 00000000 30218E17
6BB2F9C9 77F82A1B 00000000 6BB2F9C9
99FF0F19 E4EFCA44 00000000 99FF0F19
00591A19 5DF97805 00000000 00591A19
F6849D65 0034F5DE 000004A7 0020C193
F712943C 7C89A01A 00000001 7A88F422
C2E7012D 3C51A9AE 00000003 0DF20423
8F626D6B 00778FCC 00000133 0000FBC7
28B92662 636E6E59 00000000 28B92662
7242E885 DB2B5411 00000000 7242E885
61E5047A 2370DFA6 00000002 1B03452E
64B5F77E F84BA668 00000000 64B5F77E
D9536738 F9466A8F 00000000 D9536738
C5AB64F2 958F5B16 00000001 301C09DC
F49EFA2C D7CD5C56 00000001 1CD19DD6
4270A336 DA592978 00000000 4270A336
95210232 E42797E7 00000000 95210232
6C6AAC2B 6D0B3A13 00000000 6C6AAC2B
35ACF24A 94E30B9B 00000000 35ACF24A
